nr_isbn13,nr_egzemplarza,tytul,nr_edycji,autor,rok_wydania,czy_dostepne_online,liczba_stron,id_kategorii,id_filii
978-0-365-46198-2,2,Księżyc robić Rzym oficjalny skończyć rysunek zabawka modlitwa,5,Elżbieta Powierża,1984,True,495,33,7
978-1-68185-682-7,2,Jądro silnik dzielnica posiadać,4,pan Oskar Kruszka,1969,True,505,50,5
978-1-5411-4696-9,1,Zupełnie długi kultura ubranie do,4,Marika Parafiniuk,1965,True,902,34,5
978-0-13-140762-6,2,Litera działanie litera kuchnia wybory jesień,3,Sandra Słaba,2015,False,586,24,1
978-1-118-58955-7,1,Teraz hodować,4,Marcel Zwara,1964,True,335,16,4
978-0-377-92807-7,2,Narkotyk lot decyzja określony uczucie złoto wiersz,,pani Dorota Strzelczak,1987,True,931,17,9
978-0-694-95308-0,2,Istotny wieczorem,1,Bianka Helak,1989,False,,34,9
978-1-60430-307-0,1,Położyć sos ostry,3,Dorota Dyka,2002,True,311,16,5
978-1-294-58341-7,2,Założyć dać zdrowy,1,Bartek Kurczab,1969,True,996,42,4
978-0-669-34080-8,3,Obiad dodatkowy urodzenie handel wino wydawać drużyna,3,Patryk Litwiniuk,1959,True,331,27,2
978-1-70682-824-2,1,Kuchnia wierzyć,4,Witold Szarpak,2024,False,729,26,5
978-1-72452-589-5,1,Który dziadek przygotowywać impreza,5,pani Sonia Kapustka,2001,False,228,35,9
978-1-254-91222-6,2,Określenie rejon,3,Ksawery Misiurek,2023,True,644,42,4
978-1-239-13001-0,1,Chłopak narkotyk kartka właściwość powodować,1,Anita Dziewit,1953,False,181,16,4
978-0-7429-3911-0,1,Podział Wielka Brytania jako ksiądz,4,pan Stefan Wika,2015,False,575,13,1
978-1-895481-27-3,3,Kolano zmęczony połączyć,,Ksawery Biernacik,1997,False,354,29,2
978-1-7365234-2-1,2,Jedzenie rozwiązanie Ukraina drzwi obywatel,2,Kajetan Piłka,1987,True,934,50,7
978-1-5062-5261-2,1,Głowa poziom bohater istnienie marka układ okresowy wyjście,,pani Olga Kazek,2018,False,676,4,1
978-0-498-42096-2,1,Strumień zmiana dokonać składać się przejść ludowy,3,Leonard Zacharek,1974,False,991,30,1
978-1-924207-32-4,2,Iść wyrażenie siła Wielka Brytania zdolny,2,Eryk Babiuch,2007,True,683,7,2
978-1-314-30175-5,1,Wchodzić oddawać struktura lot gęś profesor,1,Nikodem Golan,1973,False,549,29,7
978-0-9765451-1-8,1,Chrześcijaństwo autor urodziny zima psychiczny za,1,Apolonia Kocoł,1957,True,872,45,2
978-1-397-51221-5,3,Pomagać dać się polityka powstawać,5,Tymoteusz Jaśkowiec,1988,True,830,2,7
978-1-880386-90-3,3,Pytać lub 30,4,pan Cyprian Golczyk,1990,False,,23,2
978-0-14-427958-6,1,Uczucie dno korzystać zbudować jednocześnie,2,Olga Noras,1982,True,,17,8
978-1-03-730702-7,1,Jadalny pasek wolność herbata teraz gorączka telewizja istnienie więcej,,Julianna Bujko,1993,False,658,19,9
978-0-943853-62-8,3,Strefa ksiądz nigdy,5,Filip Moj,1960,False,296,49,5
978-0-348-99169-7,3,Klasztor sąd,,Mateusz Jaroch,2013,False,,28,7
978-1-63775-562-4,3,Wzdłuż gdzieś złożony domowy wysłać Japonia składać się wydawać się,1,pani Rozalia Dylak,1989,False,346,45,7
978-0-01-412706-1,1,Akcja osioł 30,3,Nela Morys,2012,False,951,26,8
978-0-7956-9537-7,3,Ciąża samiec organ piec przy długo,2,Iwo Baszak,1986,False,569,15,1
978-1-216-95028-0,1,Nazwa mama słuchać,2,Ewelina Wardziak,1958,True,256,47,8
978-1-63906-363-5,1,Dotyczyć twarz doprowadzić latać rząd próba,5,pani Aurelia Marcol,1985,True,502,21,1
978-1-968429-17-1,2,Różowy pochodzić wszystkie rzucić ból,,Bianka Stawinoga,1958,False,205,19,2
978-0-554-79920-9,2,Dobrze urzędnik obecny przeszkoda brzuch,,Maurycy Wawrzyńczyk,2023,True,159,36,7
978-0-546-57277-3,1,Wejście mnóstwo południe grudzień pieśń kilometr,3,pan Adam Ignatiuk,1976,False,816,44,9
978-0-14-983168-0,2,Pusty lekki muzeum czynnik wejście bilet,,pan Jerzy Muc,1968,True,591,9,7
978-0-687-94775-1,2,Właściwość noga r,3,Artur Majzner,1973,True,,17,9
978-1-216-89957-2,3,Połączenie rok potrawa poważny równy mądry pora rasa trwać,1,Maksymilian Smyl,1999,True,1000,34,6
978-0-13-092032-4,1,Stolica piasek itp używać przeznaczyć wiatr zwłaszcza syn dziecko wojenny,,pan Gabriel Capiga,2018,True,749,23,3
978-0-438-49574-6,1,Dom wąski punkt poziom ptak przeciwko tracić powód,1,pan Krzysztof Kuban,1998,False,916,8,10
978-1-62603-412-9,1,Korzyść przemysł statek istotny,5,pan Iwo Pietrewicz,2015,False,411,11,1
978-0-468-21278-8,1,0 srebro szkodliwy dziś rosyjski trzeba głupiec narkotyk,,Igor Sobiło,1960,True,561,11,4
978-1-5155-5759-3,2,Stanowisko leczenie narkotyk więc pod założyć zasada metal krzesło Węgry,2,pani Rozalia Kujawiak,1978,True,638,49,6
978-0-400-22152-6,3,Talerz cel wysokość z krwi i kości,4,Stefan Fąferek,2009,True,630,23,4
978-1-395-69365-7,2,Bułgarski widok trawa,4,Kaja Strama,1986,False,338,34,5
978-0-522-89055-6,1,Wydać długo wesoły własny wykonywać tor poprzez kultura rezultat przez,2,Tymon Kaziród,2019,True,219,10,2
978-0-533-21348-1,1,Niemcy handel znany kij podstawowy niewolnik Słowacja wnętrze uciec,,Patryk Kaczmarkiewicz,1958,False,,47,5
978-0-87154-734-7,2,Jasny opieka cierpienie mrówka nagle żołnierz ciotka kawałek,2,pani Olga Suchenek,1974,False,316,17,10
978-0-514-69357-8,1,Kobieta element ci powietrze cztery wykonać piątek łatwo słaby,3,Szymon Pastor,1970,True,686,49,6
978-1-259-58089-5,2,Występować otwarty zamiast pokój,2,pan Miłosz Kapcia,1950,False,648,19,8
978-1-294-76275-1,1,Szklanka 90 bar lot idea,5,Maks Gonet,1977,True,674,23,1
978-0-558-51014-5,2,Brać rosyjski seks odmiana popularny,,pani Janina Lelito,1994,False,161,28,5
978-0-7813-7935-9,2,Dyrektor złapać czynić w postaci kolega zdrowy umysł,4,Aniela Pawlonka,2000,True,769,28,7
978-1-283-40297-2,1,Polegać nikt głównie już wzdłuż dowód człowiek,1,Angelika Matwiejczyk,1952,True,668,26,8
978-0-940655-06-5,2,Powiat plaża zachowywać się zaraz,4,Oliwier Zyga,1954,False,167,18,1
978-1-344-74866-7,2,Jan przypadek panować,5,pani Marcelina Kubiaczyk,1975,False,661,18,3
978-1-70882-717-5,2,Wierny Chiny dopiero usta ono,,Łukasz Jachimczak,1961,False,586,40,7
978-1-61364-920-6,3,Piątek w ciągu,2,pan Ernest Han,2005,True,483,26,1
978-1-298-81824-9,3,Polski zdrowy stosować,,Gaja Kmak,2014,False,292,18,8
978-1-913967-93-2,2,Godność tłumaczyć trzeci radość wyścig ty,1,Stanisław Grzelec,1963,False,224,3,4
978-1-78011-063-9,3,Tutaj mocz straszny karta znany,4,Igor Migała,1964,False,503,14,6
978-0-223-00073-5,3,Produkt dziewczyna jakby,,Stefan Jaracz,1966,False,366,9,9
978-0-04-297051-6,3,Tarcza uczyć kraina 30 gęś oddawać,5,Antoni Zasępa,1995,True,281,48,3
978-0-373-76838-7,2,Farba tkanina wybór ten wspomnienie bitwa,5,pani Marianna Łosiewicz,1975,False,816,37,9
978-1-308-78902-6,1,Róża wesoły tłum cmentarz,4,Paweł Wyłupek,2019,True,141,19,9
978-0-14-857847-0,2,Postawić prąd szeroki uznawać piec mieć na imię bar kino ktoś pojazd,2,Anastazja Szczubełek,1967,True,,16,5
978-0-551-29398-4,2,Złapać święto robota wczoraj bać się bok umiejętność - poważny,,Justyna Rduch,1991,True,936,19,5
978-0-17-071043-5,2,Zjeść ponownie podczas wrócić strój zysk bądź wiatr,1,Olga Betka,2017,True,883,26,5
978-1-4094-6732-8,3,Grać Wielka Brytania jezioro przestrzeń,3,Olga Tomys,1978,True,,5,2
978-1-5249-5952-4,3,Dopiero skała metal rana ozdobny wisieć,,pani Dorota Ledzion,1980,False,757,23,9
978-1-4551-8835-2,2,Twój mocno ciemność oś wakacje,5,Mieszko Fidor,2022,False,611,21,3
978-1-179-56152-3,3,Letni pusty numer ojczyzna pół niemiecki autobus zawartość,2,Mateusz Klus,2005,False,837,30,10
978-0-274-42208-1,1,Szyja pewien,,Damian Małota,2007,True,,2,6
978-0-7463-9233-1,1,We użyć męski strach,2,Ida Pyziak,2015,True,585,37,2
978-1-72750-737-9,3,Niektóry wieczór seks widzieć punkt sądowy ? zabawka,4,Łukasz Morgała,1992,True,787,27,9
978-0-521-21653-1,1,Artystyczny chronić skala kształt zobaczyć,5,Kaja Leoniak,1956,True,987,37,1
978-0-14-774345-9,3,Sportowy brzeg chłop wierny,5,pani Natasza Musiolik,2000,True,254,14,2
978-0-597-88930-1,3,Ponad rasa biedny,2,Iwo Leoniak,2017,False,637,50,5
978-0-02-509347-8,3,We określać pić,4,Arkadiusz Zimniak,1956,False,,45,2
978-0-368-96900-3,3,Substancja móc opieka okoliczność ponad lewy jednocześnie,,pan Józef Tomaszczyk,2018,False,568,49,7
978-0-266-92921-5,3,Może zawodowy jezioro minerał zdolność bądź,3,Mikołaj Ciemięga,1987,False,862,45,3
978-0-9716486-3-0,2,Arabski wiadomość nasienie,,Mikołaj Kutnik,1982,True,991,27,5
978-0-525-41936-5,2,Pełen obowiązek podatek rozmowa,3,pan Leon Szulist,1983,True,174,34,2
978-0-7680-6118-5,2,Spowodować swój wiek twardy 30 czekać zakończenie kolumna otoczenie dodawać zawsze,3,pan Krzysztof Fitas,2020,False,807,4,9
978-1-66119-789-6,1,Więzienie cześć jej wino,,pani Liwia Łaś,2000,True,791,9,8
978-1-322-86920-9,2,Nagle czoło wywołać,3,Kazimierz Wyskiel,1953,True,567,21,1
978-0-86144-311-6,1,Inaczej zdolny pijany stacja akt,4,Tadeusz Stranc,1984,False,663,38,6
978-1-343-62126-8,1,80 Ukraina dym skład waluta,,Norbert Kudełka,1978,False,832,46,2
978-1-179-16243-0,3,Długi umieścić Izrael dawać stanowisko zysk uprawiać,2,Mieszko Bubel,1994,True,515,38,7
978-0-665-62747-7,2,Rozwój droga pół ziemia azjatycki,4,Aleksander Maciuszek,2002,False,195,47,4
978-0-632-06879-1,1,Dziwny czoło odmiana wywoływać kościelny koncert,,Eryk Wykręt,2011,False,519,9,2
978-0-234-88174-3,3,Poczta ciało rzucać pozbawić okazja panować,,pan Łukasz Wenda,2008,False,839,42,3
978-0-479-42007-3,1,Herb szacunek świeca las prywatny mrówka produkować jak,5,pan Tymoteusz Kudełka,1953,False,,44,4
978-1-84081-993-9,2,Czoło dostęp wśród,,pani Apolonia Zeman,1980,True,,15,7
978-1-318-83768-7,3,Postępować mierzyć owad w dziecko,1,pani Justyna Lament,2018,False,546,32,7
978-1-5090-6848-7,2,Dwadzieścia oznaczać sprawiać ilość,2,Adam Zagożdżon,1963,False,,36,6
978-1-876112-99-8,1,Znaczenie bogactwo duży czterdzieści,4,Jerzy Bobik,1962,False,758,34,1
978-1-84462-175-0,2,Mieszkanka półwysep,1,Emil Tyniec,2022,True,157,13,4
978-1-379-40137-7,2,Smutny matematyka,1,Robert Ochał,2009,True,462,37,2
978-0-471-62491-2,2,Lampa sprzedaż ono rzeczywistość,4,Apolonia Materka,1977,True,311,11,1
978-1-376-03066-2,1,Obchodzić kartka,2,pan Wiktor Maciejko,1965,False,580,41,2
978-1-950952-92-2,2,Warunek zmieniać bądź ksiądz krzew udać się albo nazwisko dziewczyna,5,Gaja Kurzac,1969,True,684,12,2
978-0-244-83100-4,3,Długość niebezpieczeństwo charakterystyczny pas forma wiadomość Japonia zadanie,4,Arkadiusz Majak,1969,False,708,4,6
978-0-16-916395-2,1,Skala ząb święty że tak prywatny,1,Eliza Kniaź,1994,True,755,44,9
978-1-4883-3482-5,2,Wina dokonać koszula morski dziedzina,3,Ernest Szulczyk,1974,False,339,26,4
978-0-280-84413-6,3,Majuskuła kończyć płynąć dlaczego,2,Karina Rychel,2002,True,837,7,6
978-0-640-47516-1,2,Wieczór temu obcy artysta list ciekawy cień,1,Kazimierz Araszkiewicz,2020,True,302,32,9
978-1-304-18954-7,3,Duch musieć mleko,5,Dominik Sado,2004,False,615,1,2
978-0-00-144251-1,1,Broń własność główny spotkanie ząb wszystko do,5,pani Nela Pietrusiak,2004,True,987,29,3
978-1-356-73068-1,1,Osiemdziesiąt pożar trawa mi serce budować po naukowy działanie po zamiast,,Sebastian Czerepak,2021,True,609,15,1
978-1-944030-90-2,2,Rodzina południowy handlowy wierzyć wino składnik,,Jakub Grygorcewicz,1994,False,183,41,3
978-0-01-876464-4,2,Cmentarz archipelag ponownie pół trzydziesty 100 babcia jeżeli piłka,3,pani Nela Kudra,1966,False,612,16,4
978-0-04-406952-2,3,Ponad kraina świat napisać ogół poruszać pierwiastek,3,Kazimierz Ciemięga,2017,False,983,33,8
978-0-8447-9298-9,2,Okno podczas wąski bliski równy,4,pani Gaja Michnowicz,1964,True,676,22,10
978-1-65853-483-3,1,Budynek poduszka słodki jako wrogość zajmować się zrobić,5,Artur Rzeźniczak,1957,False,969,7,8
978-0-563-54640-5,2,Średni blady park możliwość suchy niszczyć reakcja by okoliczność,4,pani Natasza Lesisz,2009,True,133,23,9
978-0-654-10274-9,3,Smak przeciwko oficjalny postawa złożyć obcy częściowo rola pięćdziesiąt długość,,pan Ignacy Rębiś,2024,False,,30,2
978-0-301-20433-8,3,Ofiara fala ofiara stopa strona urodzenie,,Olaf Zuziak,1955,False,482,22,4
978-1-02-947033-3,1,Płaski wynik złożyć zamiar stado (…) kultura małżeństwo,4,pan Grzegorz Miecznik,1984,False,,1,4
978-1-84992-128-2,2,Szanowny niewielki zostać siedem brak wódka koń,,pan Jan Hass,1968,False,956,48,4
978-0-264-49968-0,3,Pasek wróg sprzedaż otwarty ryzyko,2,pan Olgierd Sporek,1976,True,171,32,5
978-0-697-17833-6,3,Powierzchnia jeść ozdobny prasa znaczny dziecko wkrótce zarówno,4,Ksawery Foit,2010,False,631,48,10
978-1-204-33652-2,2,Klucz następny zdarzenie,,Bartek Kinder,1990,False,101,42,8
978-0-85825-609-5,3,Wioska na przykład przychodzić,,Krystyna Ciemięga,1953,True,604,28,1
978-0-8462-6219-0,3,Niebezpieczeństwo maszyna 50 wieś zachód pisarz,3,Jeremi Jakimiak,1962,True,852,14,6
978-0-605-60554-1,1,Narodowość traktować USA dawno gospodarka,5,pan Arkadiusz Podgórna,1976,True,989,48,4
978-0-14-787890-8,2,Coś wiadomość alfabet gość cichy,2,Hubert Przybyś,1985,False,840,19,8
978-1-4621-7397-6,1,Użycie jaki,1,pani Aniela Wajdzik,2025,True,360,50,8
978-1-60514-557-0,1,Związek tył jesień,2,Julian Smela,1994,True,102,48,5
978-0-329-24296-1,3,Wskazywać przejść proszę,4,Przemysław Gogół,2014,True,615,32,6
978-1-81922-537-2,3,Bóg 2 dodać wspaniały dół obok 6 jasny zwyczaj założyć wóz,,Stefan Kruzel,1960,False,885,49,6
978-1-82578-333-0,3,Jazda odwaga błąd śnieg,,Krystyna Kasper,2020,False,723,1,8
978-1-207-82120-9,3,Ludowy mądry,,pan Krystian Ulfik,2019,True,502,11,8
978-0-17-365456-9,2,Wyraz nikt kolacja stopień ci masa obszar,5,pani Malwina Krzosek,1988,True,,1,8
978-1-886928-22-0,3,Pieśń plama wchodzić osoba warunek,2,Tobiasz Cholewka,1988,True,738,21,1
978-1-997633-87-7,3,Droga umożliwiać gardło sądowy śmiech epoka,,Błażej Sudak,2006,False,337,26,4
978-1-9993351-3-7,3,Lewy typ duch uprawiać adres znaleźć jeździć późny budować,3,Kajetan Gumuła,1974,True,167,35,2
978-0-18-641056-5,3,Spadek szwedzki minuskuła,5,Przemysław Bohdanowicz,2003,False,470,2,4
978-1-00-173860-4,2,Istnieć choć tamten 5 stopień,,Gustaw Jędrys,1975,False,948,12,10
978-1-272-34632-4,3,Dalej szklanka mieszkanka jadalny mój dźwięk ziemniak,,Aurelia Janiszek,1988,False,120,48,9
978-1-4760-0287-3,3,Wybrać oddech,,Fryderyk Thomas,1974,True,938,12,9
978-1-67779-570-3,3,Strumień Słowacja radiowy,2,pani Dagmara Jantos,1982,True,237,30,2
978-1-73114-643-4,3,Pomarańczowy żona uniwersytet społeczeństwo ale opowiadać dialekt pisać,3,Natasza Mich,1973,False,231,21,9
978-1-56598-595-7,2,Wiatr ciepło płeć republika klasa,3,Sylwia Osman,1968,False,237,39,4
978-0-589-14491-3,1,Już kierowca ?,,Urszula Ostafin,2025,False,764,45,4
978-0-430-98619-8,1,Otrzymać 4 niechęć,,pan Fryderyk Szkup,1960,False,258,17,1
978-0-622-40641-1,3,Siedzieć Azja fabryka jedenaście trzeci wkrótce odkryć 900,4,Marcel Jargieło,1982,True,718,21,2
978-0-530-01127-1,1,Wkrótce wobec owad więzienie,5,Dagmara Komander,1962,False,511,47,6
978-1-389-41687-3,3,Różowy Rosja,4,Juliusz Świech,2009,False,790,31,9
978-1-395-36371-0,1,Cienki idea pająk 6 sukienka nagły węgiel wszystko kiedy,5,Agnieszka Helman,1991,False,514,18,6
978-1-65199-116-9,1,Bułgarski kupić przerwa strój,,Inga Kranc,1960,True,347,6,5
978-0-00-216844-1,1,Starać Się autobus park 7 choroba krzyż,1,Oliwier Namysł,2019,True,,31,9
978-0-8313-7502-7,2,Wszystek górski można,1,Maks Wylegała,1997,False,272,41,9
978-1-358-59651-3,3,Książę umieszczać wciąż spodnie zabawa narzędzie wąski,4,Olga Kuryś,1992,True,787,22,1
978-0-390-97643-7,3,Krzesło działalność,1,Natan Deptuch,1992,True,136,4,4
978-1-399-43611-3,2,Głupi,1,Eryk Pociask,1958,False,545,41,7
978-0-7246-7999-7,1,Trzydzieści na przykład czyjś,2,Apolonia Burkiewicz,1972,True,853,24,9
978-1-03-369404-6,3,Zakres zbierać roślina skłonność zawód międzynarodowy,1,Mikołaj Słonka,2008,False,575,12,10
978-0-7452-0318-8,2,Amharski cześć również wycieczka,,Aleksander Sadlak,2019,True,157,50,9
978-1-5119-3604-0,3,Tylko strona szybki pięćdziesiąt mgła szef stać się opisać,1,Marcelina Bilik,1983,False,,29,2
978-1-84908-412-3,1,Reakcja palec lek żywność,4,Olgierd Kultys,1962,False,612,20,2
978-1-223-13615-8,1,Mieszkanie zgoda styczeń naczynie pani gdy artysta postać bieg wywołać,5,Sonia Szpara,2003,True,555,31,8
978-0-498-58052-9,3,Zbierać dziwny podróż stary ponownie w końcu mrówka,5,Melania Peszko,2004,False,831,18,10
978-0-06-798820-6,1,Katolicki mieszkaniec mur szczególnie,1,Krystian Winek,2016,True,470,12,10
978-0-431-59334-0,3,Ich ustawa powoli,5,Leonard Dudzicz,2022,False,454,25,4
978-0-8125-2596-0,2,Opinia uczeń tak,1,pan Oskar Gomoła,1953,False,811,4,7
978-1-83486-392-4,3,Pojechać francuski pomóc uczyć tysiąc chleb rezultat,4,Eryk Nijak,2005,False,958,40,10
978-1-398-19503-5,1,Dolina móc moc,2,Anita Rząd,1953,True,,17,3
978-1-316-85931-5,3,Historia znosić poduszka wrócić gwiazda odkryć,,Agnieszka Ambrożewicz,1991,False,712,32,9
978-0-7149-6375-4,3,Mózg chęć mój połączenie czarny np Chiny przepis,,Gaja Mućko,1993,True,689,32,5
978-1-81912-643-3,1,Zbyt latać ozdoba zupa,5,Cezary Prażuch,1974,True,767,37,2
978-0-02-524691-1,3,Pomysł samiec,3,pani Sonia Ksel,1954,False,375,26,10
978-0-471-91259-0,3,Ogromny starożytny,3,Tomasz Budzeń,2016,False,702,33,5
978-0-632-41245-7,2,Mało poza,5,Blanka Banak,1979,True,,31,9
978-0-13-801589-3,3,Głównie różowy wejście umiejętność dzisiejszy literatura,,Ryszard Tadych,2001,False,273,4,4
978-1-903496-36-7,3,Wybitny robota istnienie stan fotografia,,pan Błażej Siwczak,1967,False,295,32,1
978-0-7610-8448-8,1,Lustro pytanie znosić stosować,5,Ignacy Bejger,2013,True,581,33,7
978-1-4210-8470-1,1,Ale przedstawiciel system dach anioł wskazywać zaufanie,3,Gabriel Teper,2011,False,649,39,6
978-1-150-40662-1,3,Moment dopływ dowód dalej przygotować królowa gniew lustro,2,Róża Kościk,2009,True,,33,8
978-0-9886787-9-8,2,Grać słuchać kula przeciwnik należeć,,pani Urszula Gryska,1997,True,963,37,8
978-0-464-92511-8,1,Spokojny dopływ sposób wokół budować,,Mieszko Nędzi,1979,True,290,25,8
978-1-199-71439-8,3,Sobą dwadzieścia mięsień figura no grupa przygotowywać sos lecz,,Ernest Karpik,1976,True,207,19,8
978-1-72368-639-9,1,Dzieło budzić znany książę brzydki,3,Marcin Zyzik,1975,False,937,13,10
978-0-651-77396-6,1,Bogactwo pojedynczy rolnik czekać Słońce istota wycieczka ziemia zabawka,,Piotr Drewnik,2021,True,912,13,4
978-0-516-88430-1,1,Zbudować pisarz kontynent słyszeć spodnie terytorium ucho firma,4,Adam Polnik,1971,False,721,47,2
978-0-590-56241-6,3,Np,5,Radosław Wojtiuk,1984,False,131,16,3
978-0-946429-11-0,2,Wydarzenie amerykański klasztor,1,Kornel Pacocha,1999,True,896,29,2
978-0-303-63675-5,2,Filmowy ziemniak trawa klimat,,Julita Pleskot,1953,False,393,11,10
978-1-386-69655-1,2,Prezent znaleźć telewizyjny 4 każdy,,pan Olgierd Kwapisiewicz,1997,False,,30,2
978-0-558-46340-3,3,Płyn skutek ciągnąć wyglądać czyjś niedziela kłaść obraz ulegać,5,Rafał Szymonik,1954,False,674,29,1
978-0-324-67103-2,3,Między majuskuła grudzień,2,Ewa Pyć,1991,False,115,27,1
978-0-575-56803-7,3,Strona przejść umowa budować społeczeństwo ilość dzięki cmentarz zawsze,,Szymon Maksimowicz,1999,True,227,4,7
978-1-241-58717-8,2,Przyjaciel towarzystwo dziadek też złożony górski towarzystwo szereg ziemia głupek,1,pani Agnieszka Martynowicz,2007,False,123,40,3
978-0-945104-12-4,1,Bycie dawny minister mgła,5,Marcin Słoboda,1989,True,444,9,6
978-0-03-335863-7,1,Wyjść na przykład ocena seks kwestia,1,Dorota Błądek,1965,True,863,46,2
978-0-243-81072-7,3,Kalendarz oba cichy ocean jezioro ciemny warzywo,5,Nela Tokaj,2006,False,779,42,1
978-0-18-263408-8,3,Chłop postawić przedsiębiorstwo posiłek zbudować,2,Damian Smorąg,1994,True,263,28,2
978-0-656-96398-0,3,Ludzie rasa w przyjmować,5,Aleks Gągała,1987,False,855,49,9
978-1-215-44583-1,2,Dzisiaj,2,Dariusz Pruchnik,1993,True,921,46,3
978-1-4375-4399-5,2,Ściana łóżko produkować,5,Monika Semenowicz,1975,False,970,12,7
978-0-583-50347-1,1,Śpiewać 100 stać,4,pan Oliwier Bernatowicz,1989,False,376,7,5
978-0-8268-3559-8,2,Nieszczęście kupować ciekawy butelka ciężki,4,Aniela Grześków,2013,True,313,39,3
978-0-582-13093-7,2,Pijany wrogość dolny latać słownik wiedzieć napój,4,pani Ida Owsianka,1966,False,806,33,2
978-0-7719-1338-9,3,Wciąż wybitny japoński pomidor,1,Ewelina Janiuk,1981,False,795,47,7
978-1-55559-021-5,2,Moralny Pan r,,Tymoteusz Łasak,2020,False,233,33,7
978-1-70106-527-7,2,Jeżeli wybory,,Grzegorz Zontek,2004,True,314,7,6
978-1-901444-47-6,3,Potrafić wybrzeże głównie przyszły mowa górski,5,Dorota Hanke,1989,False,477,50,9
978-0-511-00011-9,2,Twój klimat ciemny model,,Maks Szmuc,2010,False,646,17,9
